 time           time           time           v(net6)       
 1.6675000e-05  1.6675000e-05  1.6675000e-05  1.1482803e+00 
 1.6725000e-05  1.6725000e-05  1.6725000e-05  1.1454841e+00 
 1.6775000e-05  1.6775000e-05  1.6775000e-05  1.1425865e+00 
 1.6825000e-05  1.6825000e-05  1.6825000e-05  1.1395892e+00 
 1.6875000e-05  1.6875000e-05  1.6875000e-05  1.1364949e+00 
 1.6925000e-05  1.6925000e-05  1.6925000e-05  1.1333062e+00 
 1.6975000e-05  1.6975000e-05  1.6975000e-05  1.1300260e+00 
 1.7025000e-05  1.7025000e-05  1.7025000e-05  1.1266573e+00 
 1.7075000e-05  1.7075000e-05  1.7075000e-05  1.1232029e+00 
 1.7125000e-05  1.7125000e-05  1.7125000e-05  1.1196657e+00 
 1.7175000e-05  1.7175000e-05  1.7175000e-05  1.1160483e+00 
 1.7225000e-05  1.7225000e-05  1.7225000e-05  1.1123532e+00 
 1.7275000e-05  1.7275000e-05  1.7275000e-05  1.1085825e+00 
 1.7325000e-05  1.7325000e-05  1.7325000e-05  1.1047382e+00 
 1.7375000e-05  1.7375000e-05  1.7375000e-05  1.1008222e+00 
 1.7425000e-05  1.7425000e-05  1.7425000e-05  1.0968358e+00 
 1.7475000e-05  1.7475000e-05  1.7475000e-05  1.0927807e+00 
 1.7525000e-05  1.7525000e-05  1.7525000e-05  1.0886581e+00 
 1.7575000e-05  1.7575000e-05  1.7575000e-05  1.0844695e+00 
 1.7625000e-05  1.7625000e-05  1.7625000e-05  1.0802165e+00 
 1.7675000e-05  1.7675000e-05  1.7675000e-05  1.0759008e+00 
 1.7725000e-05  1.7725000e-05  1.7725000e-05  1.0715245e+00 
 1.7775000e-05  1.7775000e-05  1.7775000e-05  1.0670902e+00 
 1.7825000e-05  1.7825000e-05  1.7825000e-05  1.0626008e+00 
 1.7875000e-05  1.7875000e-05  1.7875000e-05  1.0580599e+00 
 1.7925000e-05  1.7925000e-05  1.7925000e-05  1.0534713e+00 
 1.7975000e-05  1.7975000e-05  1.7975000e-05  1.0488395e+00 
 1.8025000e-05  1.8025000e-05  1.8025000e-05  1.0441692e+00 
 1.8075000e-05  1.8075000e-05  1.8075000e-05  1.0394653e+00 
 1.8125000e-05  1.8125000e-05  1.8125000e-05  1.0347327e+00 
 1.8175000e-05  1.8175000e-05  1.8175000e-05  1.0299764e+00 
 1.8225000e-05  1.8225000e-05  1.8225000e-05  1.0252010e+00 
 1.8275000e-05  1.8275000e-05  1.8275000e-05  1.0204109e+00 
 1.8325000e-05  1.8325000e-05  1.8325000e-05  1.0156102e+00 
 1.8375000e-05  1.8375000e-05  1.8375000e-05  1.0108024e+00 
 1.8425000e-05  1.8425000e-05  1.8425000e-05  1.0059907e+00 
 1.8475000e-05  1.8475000e-05  1.8475000e-05  1.0011779e+00 
 1.8525000e-05  1.8525000e-05  1.8525000e-05  9.9636626e-01 
 1.8575000e-05  1.8575000e-05  1.8575000e-05  9.9155784e-01 
 1.8625000e-05  1.8625000e-05  1.8625000e-05  9.8675434e-01 
 1.8675000e-05  1.8675000e-05  1.8675000e-05  9.8195714e-01 
 1.8725000e-05  1.8725000e-05  1.8725000e-05  9.7716743e-01 
 1.8775000e-05  1.8775000e-05  1.8775000e-05  9.7238614e-01 
 1.8825000e-05  1.8825000e-05  1.8825000e-05  9.6761412e-01 
 1.8875000e-05  1.8875000e-05  1.8875000e-05  9.6285196e-01 
 1.8925000e-05  1.8925000e-05  1.8925000e-05  9.5810025e-01 
 1.8975000e-05  1.8975000e-05  1.8975000e-05  9.5335937e-01 
 1.9025000e-05  1.9025000e-05  1.9025000e-05  9.4862971e-01 
 1.9075000e-05  1.9075000e-05  1.9075000e-05  9.4391152e-01 
 1.9125000e-05  1.9125000e-05  1.9125000e-05  9.3920505e-01 
 1.9175000e-05  1.9175000e-05  1.9175000e-05  9.3451045e-01 
 1.9225000e-05  1.9225000e-05  1.9225000e-05  9.2982790e-01 
 1.9275000e-05  1.9275000e-05  1.9275000e-05  9.2515746e-01 
 1.9325000e-05  1.9325000e-05  1.9325000e-05  9.2049925e-01 
 1.9375000e-05  1.9375000e-05  1.9375000e-05  9.1585329e-01 
 1.9425000e-05  1.9425000e-05  1.9425000e-05  9.1121967e-01 
 1.9475000e-05  1.9475000e-05  1.9475000e-05  9.0659836e-01 
 1.9525000e-05  1.9525000e-05  1.9525000e-05  9.0198942e-01 
 1.9575000e-05  1.9575000e-05  1.9575000e-05  8.9739282e-01 
 1.9625000e-05  1.9625000e-05  1.9625000e-05  8.9280859e-01 
 1.9675000e-05  1.9675000e-05  1.9675000e-05  8.8823667e-01 
 1.9725000e-05  1.9725000e-05  1.9725000e-05  8.8367708e-01 
 1.9775000e-05  1.9775000e-05  1.9775000e-05  8.7912977e-01 
 1.9825000e-05  1.9825000e-05  1.9825000e-05  8.7459474e-01 
 1.9875000e-05  1.9875000e-05  1.9875000e-05  8.7007192e-01 
 1.9925000e-05  1.9925000e-05  1.9925000e-05  8.6556132e-01 
 1.9975000e-05  1.9975000e-05  1.9975000e-05  8.6106287e-01 
 2.0025000e-05  2.0025000e-05  2.0025000e-05  8.5657655e-01 
 2.0075000e-05  2.0075000e-05  2.0075000e-05  8.5210231e-01 
 2.0125000e-05  2.0125000e-05  2.0125000e-05  8.4764012e-01 
 2.0175000e-05  2.0175000e-05  2.0175000e-05  8.4318992e-01 
 2.0225000e-05  2.0225000e-05  2.0225000e-05  8.3875170e-01 
 2.0275000e-05  2.0275000e-05  2.0275000e-05  8.3432538e-01 
 2.0325000e-05  2.0325000e-05  2.0325000e-05  8.2991094e-01 
 2.0375000e-05  2.0375000e-05  2.0375000e-05  8.2550832e-01 
 2.0425000e-05  2.0425000e-05  2.0425000e-05  8.2111750e-01 
 2.0475000e-05  2.0475000e-05  2.0475000e-05  8.1673841e-01 
 2.0500000e-05  2.0500000e-05  2.0500000e-05  8.1455327e-01 
 2.0505000e-05  2.0505000e-05  2.0505000e-05  8.1580828e-01 
 2.0515000e-05  2.0515000e-05  2.0515000e-05  8.2302040e-01 
 2.0535000e-05  2.0535000e-05  2.0535000e-05  8.6818852e-01 
 2.0575000e-05  2.0575000e-05  2.0575000e-05  1.0222300e+00 
 2.0625000e-05  2.0625000e-05  2.0625000e-05  1.1412525e+00 
 2.0675000e-05  2.0675000e-05  2.0675000e-05  1.1607249e+00 
 2.0725000e-05  2.0725000e-05  2.0725000e-05  1.1733186e+00 
 2.0775000e-05  2.0775000e-05  2.0775000e-05  1.1778234e+00 
 2.0825000e-05  2.0825000e-05  2.0825000e-05  1.1793419e+00 
 2.0875000e-05  2.0875000e-05  2.0875000e-05  1.1795125e+00 
 2.0925000e-05  2.0925000e-05  2.0925000e-05  1.1797077e+00 
 2.0975000e-05  2.0975000e-05  2.0975000e-05  1.1796659e+00 
 2.1000000e-05  2.1000000e-05  2.1000000e-05  1.1797040e+00 
 2.1005000e-05  2.1005000e-05  2.1005000e-05  1.1796984e+00 
 2.1015000e-05  2.1015000e-05  2.1015000e-05  1.1796918e+00 
 2.1035000e-05  2.1035000e-05  2.1035000e-05  1.1796887e+00 
 2.1075000e-05  2.1075000e-05  2.1075000e-05  1.1796860e+00 
 2.1125000e-05  2.1125000e-05  2.1125000e-05  1.1796851e+00 
 2.1175000e-05  2.1175000e-05  2.1175000e-05  1.1796850e+00 
 2.1225000e-05  2.1225000e-05  2.1225000e-05  1.1796849e+00 
 2.1275000e-05  2.1275000e-05  2.1275000e-05  1.1796849e+00 
 2.1325000e-05  2.1325000e-05  2.1325000e-05  1.1796849e+00 
 2.1375000e-05  2.1375000e-05  2.1375000e-05  1.1796849e+00 
 2.1425000e-05  2.1425000e-05  2.1425000e-05  1.1796849e+00 
 2.1475000e-05  2.1475000e-05  2.1475000e-05  1.1796849e+00 
 2.1525000e-05  2.1525000e-05  2.1525000e-05  1.1796849e+00 
 2.1575000e-05  2.1575000e-05  2.1575000e-05  1.1796849e+00 
 2.1625000e-05  2.1625000e-05  2.1625000e-05  1.1796849e+00 
 2.1675000e-05  2.1675000e-05  2.1675000e-05  1.1796849e+00 
 2.1725000e-05  2.1725000e-05  2.1725000e-05  1.1796849e+00 
 2.1775000e-05  2.1775000e-05  2.1775000e-05  1.1796849e+00 
 2.1825000e-05  2.1825000e-05  2.1825000e-05  1.1796849e+00 
 2.1875000e-05  2.1875000e-05  2.1875000e-05  1.1796849e+00 
 2.1925000e-05  2.1925000e-05  2.1925000e-05  1.1796849e+00 
 2.1975000e-05  2.1975000e-05  2.1975000e-05  1.1796849e+00 
 2.2025000e-05  2.2025000e-05  2.2025000e-05  1.1796849e+00 
 2.2075000e-05  2.2075000e-05  2.2075000e-05  1.1796849e+00 
 2.2125000e-05  2.2125000e-05  2.2125000e-05  1.1796849e+00 
 2.2175000e-05  2.2175000e-05  2.2175000e-05  1.1796849e+00 
 2.2225000e-05  2.2225000e-05  2.2225000e-05  1.1796849e+00 
 2.2275000e-05  2.2275000e-05  2.2275000e-05  1.1796849e+00 
 2.2325000e-05  2.2325000e-05  2.2325000e-05  1.1796849e+00 
 2.2375000e-05  2.2375000e-05  2.2375000e-05  1.1796849e+00 
 2.2425000e-05  2.2425000e-05  2.2425000e-05  1.1796849e+00 
 2.2475000e-05  2.2475000e-05  2.2475000e-05  1.1796849e+00 
 2.2525000e-05  2.2525000e-05  2.2525000e-05  1.1796849e+00 
 2.2575000e-05  2.2575000e-05  2.2575000e-05  1.1796849e+00 
 2.2625000e-05  2.2625000e-05  2.2625000e-05  1.1796849e+00 
 2.2675000e-05  2.2675000e-05  2.2675000e-05  1.1796849e+00 
 2.2725000e-05  2.2725000e-05  2.2725000e-05  1.1796849e+00 
 2.2775000e-05  2.2775000e-05  2.2775000e-05  1.1796849e+00 
 2.2825000e-05  2.2825000e-05  2.2825000e-05  1.1796849e+00 
 2.2875000e-05  2.2875000e-05  2.2875000e-05  1.1796849e+00 
 2.2925000e-05  2.2925000e-05  2.2925000e-05  1.1796849e+00 
 2.2975000e-05  2.2975000e-05  2.2975000e-05  1.1796849e+00 
 2.3025000e-05  2.3025000e-05  2.3025000e-05  1.1796849e+00 
 2.3075000e-05  2.3075000e-05  2.3075000e-05  1.1796849e+00 
 2.3125000e-05  2.3125000e-05  2.3125000e-05  1.1796849e+00 
 2.3175000e-05  2.3175000e-05  2.3175000e-05  1.1796849e+00 
 2.3225000e-05  2.3225000e-05  2.3225000e-05  1.1796849e+00 
 2.3275000e-05  2.3275000e-05  2.3275000e-05  1.1796849e+00 
 2.3325000e-05  2.3325000e-05  2.3325000e-05  1.1796849e+00 
 2.3375000e-05  2.3375000e-05  2.3375000e-05  1.1796849e+00 
 2.3425000e-05  2.3425000e-05  2.3425000e-05  1.1796849e+00 
 2.3475000e-05  2.3475000e-05  2.3475000e-05  1.1796849e+00 
 2.3525000e-05  2.3525000e-05  2.3525000e-05  1.1796849e+00 
 2.3575000e-05  2.3575000e-05  2.3575000e-05  1.1796849e+00 
 2.3625000e-05  2.3625000e-05  2.3625000e-05  1.1796849e+00 
 2.3675000e-05  2.3675000e-05  2.3675000e-05  1.1796849e+00 
 2.3725000e-05  2.3725000e-05  2.3725000e-05  1.1796849e+00 
 2.3775000e-05  2.3775000e-05  2.3775000e-05  1.1796849e+00 
 2.3825000e-05  2.3825000e-05  2.3825000e-05  1.1796849e+00 
 2.3875000e-05  2.3875000e-05  2.3875000e-05  1.1796849e+00 
 2.3925000e-05  2.3925000e-05  2.3925000e-05  1.1796849e+00 
 2.3975000e-05  2.3975000e-05  2.3975000e-05  1.1796849e+00 
 2.4025000e-05  2.4025000e-05  2.4025000e-05  1.1796849e+00 
 2.4075000e-05  2.4075000e-05  2.4075000e-05  1.1796849e+00 
 2.4125000e-05  2.4125000e-05  2.4125000e-05  1.1796849e+00 
 2.4175000e-05  2.4175000e-05  2.4175000e-05  1.1796849e+00 
 2.4225000e-05  2.4225000e-05  2.4225000e-05  1.1796849e+00 
 2.4275000e-05  2.4275000e-05  2.4275000e-05  1.1796849e+00 
 2.4325000e-05  2.4325000e-05  2.4325000e-05  1.1796849e+00 
 2.4375000e-05  2.4375000e-05  2.4375000e-05  1.1796849e+00 
 2.4425000e-05  2.4425000e-05  2.4425000e-05  1.1796849e+00 
 2.4475000e-05  2.4475000e-05  2.4475000e-05  1.1796849e+00 
 2.4525000e-05  2.4525000e-05  2.4525000e-05  1.1796849e+00 
 2.4575000e-05  2.4575000e-05  2.4575000e-05  1.1796849e+00 
 2.4625000e-05  2.4625000e-05  2.4625000e-05  1.1796849e+00 
 2.4675000e-05  2.4675000e-05  2.4675000e-05  1.1796849e+00 
 2.4725000e-05  2.4725000e-05  2.4725000e-05  1.1796849e+00 
 2.4775000e-05  2.4775000e-05  2.4775000e-05  1.1796849e+00 
 2.4825000e-05  2.4825000e-05  2.4825000e-05  1.1796849e+00 
 2.4875000e-05  2.4875000e-05  2.4875000e-05  1.1796849e+00 
 2.4925000e-05  2.4925000e-05  2.4925000e-05  1.1796849e+00 
 2.4975000e-05  2.4975000e-05  2.4975000e-05  1.1796849e+00 
 2.5025000e-05  2.5025000e-05  2.5025000e-05  1.1796849e+00 
 2.5075000e-05  2.5075000e-05  2.5075000e-05  1.1796849e+00 
 2.5125000e-05  2.5125000e-05  2.5125000e-05  1.1796849e+00 
 2.5175000e-05  2.5175000e-05  2.5175000e-05  1.1796849e+00 
 2.5225000e-05  2.5225000e-05  2.5225000e-05  1.1796849e+00 
 2.5275000e-05  2.5275000e-05  2.5275000e-05  1.1796849e+00 
 2.5325000e-05  2.5325000e-05  2.5325000e-05  1.1796849e+00 
 2.5375000e-05  2.5375000e-05  2.5375000e-05  1.1796849e+00 
 2.5425000e-05  2.5425000e-05  2.5425000e-05  1.1796849e+00 
 2.5475000e-05  2.5475000e-05  2.5475000e-05  1.1796849e+00 
 2.5500000e-05  2.5500000e-05  2.5500000e-05  1.1796849e+00 
 2.5505000e-05  2.5505000e-05  2.5505000e-05  1.1796837e+00 
 2.5515000e-05  2.5515000e-05  2.5515000e-05  1.1796814e+00 
 2.5535000e-05  2.5535000e-05  2.5535000e-05  1.1796786e+00 
 2.5575000e-05  2.5575000e-05  2.5575000e-05  1.1796797e+00 
 2.5625000e-05  2.5625000e-05  2.5625000e-05  1.1796879e+00 
 2.5675000e-05  2.5675000e-05  2.5675000e-05  1.1797080e+00 
 2.5725000e-05  2.5725000e-05  2.5725000e-05  1.1797609e+00 
 2.5775000e-05  2.5775000e-05  2.5775000e-05  1.1798995e+00 
 2.5825000e-05  2.5825000e-05  2.5825000e-05  1.1801893e+00 
 2.5875000e-05  2.5875000e-05  2.5875000e-05  1.1805882e+00 
 2.5925000e-05  2.5925000e-05  2.5925000e-05  1.1805963e+00 
 2.5975000e-05  2.5975000e-05  2.5975000e-05  1.1798846e+00 
 2.6000000e-05  2.6000000e-05  2.6000000e-05  1.1797801e+00 
 2.6005000e-05  2.6005000e-05  2.6005000e-05  1.1795605e+00 
 2.6015000e-05  2.6015000e-05  2.6015000e-05  1.1788508e+00 
 2.6035000e-05  2.6035000e-05  2.6035000e-05  1.1770851e+00 
 2.6075000e-05  2.6075000e-05  2.6075000e-05  1.1746613e+00 
 2.6125000e-05  2.6125000e-05  2.6125000e-05  1.1726299e+00 
 2.6175000e-05  2.6175000e-05  2.6175000e-05  1.1707542e+00 
 2.6225000e-05  2.6225000e-05  2.6225000e-05  1.1688947e+00 
 2.6275000e-05  2.6275000e-05  2.6275000e-05  1.1669699e+00 
 2.6325000e-05  2.6325000e-05  2.6325000e-05  1.1649738e+00 
 2.6375000e-05  2.6375000e-05  2.6375000e-05  1.1628876e+00 
 2.6425000e-05  2.6425000e-05  2.6425000e-05  1.1607076e+00 
 2.6475000e-05  2.6475000e-05  2.6475000e-05  1.1584283e+00 
 2.6525000e-05  2.6525000e-05  2.6525000e-05  1.1560470e+00 
 2.6575000e-05  2.6575000e-05  2.6575000e-05  1.1535623e+00 
 2.6625000e-05  2.6625000e-05  2.6625000e-05  1.1509732e+00 
 2.6675000e-05  2.6675000e-05  2.6675000e-05  1.1482803e+00 
 2.6725000e-05  2.6725000e-05  2.6725000e-05  1.1454841e+00 
 2.6775000e-05  2.6775000e-05  2.6775000e-05  1.1425865e+00 
 2.6825000e-05  2.6825000e-05  2.6825000e-05  1.1395892e+00 
 2.6875000e-05  2.6875000e-05  2.6875000e-05  1.1364949e+00 
 2.6925000e-05  2.6925000e-05  2.6925000e-05  1.1333062e+00 
 2.6975000e-05  2.6975000e-05  2.6975000e-05  1.1300260e+00 
 2.7025000e-05  2.7025000e-05  2.7025000e-05  1.1266573e+00 
 2.7075000e-05  2.7075000e-05  2.7075000e-05  1.1232029e+00 
 2.7125000e-05  2.7125000e-05  2.7125000e-05  1.1196657e+00 
 2.7175000e-05  2.7175000e-05  2.7175000e-05  1.1160483e+00 
 2.7225000e-05  2.7225000e-05  2.7225000e-05  1.1123532e+00 
 2.7275000e-05  2.7275000e-05  2.7275000e-05  1.1085825e+00 
 2.7325000e-05  2.7325000e-05  2.7325000e-05  1.1047382e+00 
 2.7375000e-05  2.7375000e-05  2.7375000e-05  1.1008222e+00 
 2.7425000e-05  2.7425000e-05  2.7425000e-05  1.0968358e+00 
 2.7475000e-05  2.7475000e-05  2.7475000e-05  1.0927807e+00 
 2.7525000e-05  2.7525000e-05  2.7525000e-05  1.0886581e+00 
 2.7575000e-05  2.7575000e-05  2.7575000e-05  1.0844695e+00 
 2.7625000e-05  2.7625000e-05  2.7625000e-05  1.0802165e+00 
 2.7675000e-05  2.7675000e-05  2.7675000e-05  1.0759008e+00 
 2.7725000e-05  2.7725000e-05  2.7725000e-05  1.0715245e+00 
 2.7775000e-05  2.7775000e-05  2.7775000e-05  1.0670902e+00 
 2.7825000e-05  2.7825000e-05  2.7825000e-05  1.0626008e+00 
 2.7875000e-05  2.7875000e-05  2.7875000e-05  1.0580599e+00 
 2.7925000e-05  2.7925000e-05  2.7925000e-05  1.0534713e+00 
 2.7975000e-05  2.7975000e-05  2.7975000e-05  1.0488395e+00 
 2.8025000e-05  2.8025000e-05  2.8025000e-05  1.0441692e+00 
 2.8075000e-05  2.8075000e-05  2.8075000e-05  1.0394653e+00 
 2.8125000e-05  2.8125000e-05  2.8125000e-05  1.0347327e+00 
 2.8175000e-05  2.8175000e-05  2.8175000e-05  1.0299764e+00 
 2.8225000e-05  2.8225000e-05  2.8225000e-05  1.0252010e+00 
 2.8275000e-05  2.8275000e-05  2.8275000e-05  1.0204109e+00 
 2.8325000e-05  2.8325000e-05  2.8325000e-05  1.0156102e+00 
 2.8375000e-05  2.8375000e-05  2.8375000e-05  1.0108024e+00 
 2.8425000e-05  2.8425000e-05  2.8425000e-05  1.0059907e+00 
 2.8475000e-05  2.8475000e-05  2.8475000e-05  1.0011779e+00 
 2.8525000e-05  2.8525000e-05  2.8525000e-05  9.9636626e-01 
 2.8575000e-05  2.8575000e-05  2.8575000e-05  9.9155784e-01 
 2.8625000e-05  2.8625000e-05  2.8625000e-05  9.8675434e-01 
 2.8675000e-05  2.8675000e-05  2.8675000e-05  9.8195714e-01 
 2.8725000e-05  2.8725000e-05  2.8725000e-05  9.7716743e-01 
 2.8775000e-05  2.8775000e-05  2.8775000e-05  9.7238614e-01 
 2.8825000e-05  2.8825000e-05  2.8825000e-05  9.6761412e-01 
 2.8875000e-05  2.8875000e-05  2.8875000e-05  9.6285196e-01 
 2.8925000e-05  2.8925000e-05  2.8925000e-05  9.5810025e-01 
 2.8975000e-05  2.8975000e-05  2.8975000e-05  9.5335937e-01 
 2.9025000e-05  2.9025000e-05  2.9025000e-05  9.4862971e-01 
 2.9075000e-05  2.9075000e-05  2.9075000e-05  9.4391152e-01 
 2.9125000e-05  2.9125000e-05  2.9125000e-05  9.3920505e-01 
 2.9175000e-05  2.9175000e-05  2.9175000e-05  9.3451045e-01 
 2.9225000e-05  2.9225000e-05  2.9225000e-05  9.2982790e-01 
 2.9275000e-05  2.9275000e-05  2.9275000e-05  9.2515746e-01 
 2.9325000e-05  2.9325000e-05  2.9325000e-05  9.2049925e-01 
 2.9375000e-05  2.9375000e-05  2.9375000e-05  9.1585329e-01 
 2.9425000e-05  2.9425000e-05  2.9425000e-05  9.1121967e-01 
 2.9475000e-05  2.9475000e-05  2.9475000e-05  9.0659836e-01 
 2.9525000e-05  2.9525000e-05  2.9525000e-05  9.0198942e-01 
 2.9575000e-05  2.9575000e-05  2.9575000e-05  8.9739282e-01 
 2.9625000e-05  2.9625000e-05  2.9625000e-05  8.9280859e-01 
 2.9675000e-05  2.9675000e-05  2.9675000e-05  8.8823667e-01 
 2.9725000e-05  2.9725000e-05  2.9725000e-05  8.8367708e-01 
 2.9775000e-05  2.9775000e-05  2.9775000e-05  8.7912977e-01 
 2.9825000e-05  2.9825000e-05  2.9825000e-05  8.7459474e-01 
 2.9875000e-05  2.9875000e-05  2.9875000e-05  8.7007192e-01 
 2.9925000e-05  2.9925000e-05  2.9925000e-05  8.6556132e-01 
 2.9975000e-05  2.9975000e-05  2.9975000e-05  8.6106287e-01 
 3.0000000e-05  3.0000000e-05  3.0000000e-05  8.5881820e-01 
